customer_id,uplift_score,segment,recommendation,top_factor_1,top_factor_2,top_factor_3,spend,treatment
1072,0.0,Womens E-Mail,Do not send,,,,0.0,1
1073,0.0,Mens E-Mail,Do not send,,,,0.0,1
1074,0.0,Womens E-Mail,Do not send,,,,0.0,1
1075,0.01,No E-Mail,Do not send,,,,0.0,0
1076,0.007,Mens E-Mail,Do not send,,,,0.0,1
1077,0.0,No E-Mail,Do not send,,,,0.0,0
1078,0.0,No E-Mail,Do not send,,,,0.0,0
1079,0.0,Mens E-Mail,Do not send,,,,0.0,1
1080,0.0,Mens E-Mail,Do not send,,,,0.0,1
1081,0.01,Mens E-Mail,Do not send,,,,0.0,1
1082,-0.025,No E-Mail,Do not send,,,,0.0,0
1083,0.0,Mens E-Mail,Do not send,,,,0.0,1
1084,0.07,Mens E-Mail,Send,,,,0.0,1
1085,0.0,Womens E-Mail,Do not send,,,,0.0,1
1086,0.0,Womens E-Mail,Do not send,,,,0.0,1
1087,-0.007,Womens E-Mail,Do not send,,,,0.0,1
1088,0.0,Womens E-Mail,Do not send,,,,0.0,1
1089,-0.03,No E-Mail,Do not send,,,,0.0,0
1090,0.0,No E-Mail,Do not send,,,,0.0,0
1091,0.0,Mens E-Mail,Do not send,,,,0.0,1
1092,0.0,Mens E-Mail,Do not send,,,,0.0,1
1093,-0.01,Mens E-Mail,Do not send,,,,0.0,1
1094,0.0,Mens E-Mail,Do not send,,,,0.0,1
1095,0.035,No E-Mail,Send,,,,0.0,0
1096,0.0,Mens E-Mail,Do not send,,,,0.0,1
1097,0.0,Mens E-Mail,Do not send,,,,0.0,1
1098,0.0,Womens E-Mail,Do not send,,,,0.0,1
1099,0.01,Womens E-Mail,Do not send,,,,0.0,1
1100,0.0,Womens E-Mail,Do not send,,,,0.0,1
1101,0.0,No E-Mail,Do not send,,,,0.0,0
1102,0.0,Womens E-Mail,Do not send,,,,0.0,1
1103,0.0,No E-Mail,Do not send,,,,0.0,0
1104,0.0,Womens E-Mail,Do not send,,,,0.0,1
1105,0.0,Womens E-Mail,Do not send,,,,0.0,1
1106,0.02,Womens E-Mail,Send,,,,0.0,1
1107,0.0,Mens E-Mail,Do not send,,,,0.0,1
1108,0.0,No E-Mail,Do not send,,,,0.0,0
1109,0.0,Womens E-Mail,Do not send,,,,0.0,1
1110,0.0,Womens E-Mail,Do not send,,,,0.0,1
1111,0.0,Womens E-Mail,Do not send,,,,0.0,1
1112,-0.03,Mens E-Mail,Do not send,,,,0.0,1
1113,0.0,Mens E-Mail,Do not send,,,,0.0,1
1114,0.0,Womens E-Mail,Do not send,,,,0.0,1
1115,0.0,Womens E-Mail,Do not send,,,,0.0,1
1116,0.0,No E-Mail,Do not send,,,,0.0,0
1117,0.0,Mens E-Mail,Do not send,,,,0.0,1
1118,0.0,Womens E-Mail,Do not send,,,,0.0,1
1119,0.005,No E-Mail,Do not send,,,,0.0,0
1120,0.0,Mens E-Mail,Do not send,,,,0.0,1
1121,0.0,No E-Mail,Do not send,,,,0.0,0
1122,0.0,Womens E-Mail,Do not send,,,,0.0,1
1123,0.015,No E-Mail,Send,,,,0.0,0
1124,0.0,Mens E-Mail,Do not send,,,,0.0,1
1125,0.0,Womens E-Mail,Do not send,,,,0.0,1
1126,0.0,Mens E-Mail,Do not send,,,,0.0,1
1127,0.0,Mens E-Mail,Do not send,,,,0.0,1
1128,0.01,No E-Mail,Do not send,,,,0.0,0
1129,0.0,Mens E-Mail,Do not send,,,,0.0,1
1130,-0.02,Womens E-Mail,Do not send,,,,0.0,1
1131,0.035,No E-Mail,Send,,,,0.0,0
1132,0.0,Mens E-Mail,Do not send,,,,0.0,1
1133,0.0,Womens E-Mail,Do not send,,,,0.0,1
1134,-0.03,Mens E-Mail,Do not send,,,,0.0,1
1135,0.0,Womens E-Mail,Do not send,,,,0.0,1
1136,0.0,No E-Mail,Do not send,,,,0.0,0
1137,0.005,No E-Mail,Do not send,,,,0.0,0
1138,0.0,Mens E-Mail,Do not send,,,,0.0,1
1139,0.0,Womens E-Mail,Do not send,,,,0.0,1
1140,0.0,No E-Mail,Do not send,,,,0.0,0
1141,0.0,Mens E-Mail,Do not send,,,,0.0,1
1142,0.0,Womens E-Mail,Do not send,,,,0.0,1
1143,0.0,Womens E-Mail,Do not send,,,,0.0,1
1144,0.0,Mens E-Mail,Do not send,,,,0.0,1
1145,0.0,Mens E-Mail,Do not send,,,,0.0,1
1146,0.0,Mens E-Mail,Do not send,,,,0.0,1
1147,0.604,Womens E-Mail,Send,,,,0.0,1
1148,0.0,Womens E-Mail,Do not send,,,,0.0,1
1149,0.0,Womens E-Mail,Do not send,,,,0.0,1
1150,0.0,Mens E-Mail,Do not send,,,,0.0,1
1151,0.0,Womens E-Mail,Do not send,,,,0.0,1
1152,0.0,Mens E-Mail,Do not send,,,,0.0,1
1153,0.0,No E-Mail,Do not send,,,,0.0,0
1154,-0.01,Womens E-Mail,Do not send,,,,0.0,1
1155,0.0,Womens E-Mail,Do not send,,,,0.0,1
1156,0.0,Womens E-Mail,Do not send,,,,0.0,1
1157,0.006,No E-Mail,Do not send,,,,0.0,0
1158,0.0,Mens E-Mail,Do not send,,,,0.0,1
1159,0.0,No E-Mail,Do not send,,,,0.0,0
1160,0.0,No E-Mail,Do not send,,,,0.0,0
1161,0.0,No E-Mail,Do not send,,,,0.0,0
1162,0.0,No E-Mail,Do not send,,,,0.0,0
1163,-0.005,No E-Mail,Do not send,,,,0.0,0
1164,-0.006,Mens E-Mail,Do not send,,,,0.0,1
1165,0.0,Mens E-Mail,Do not send,,,,0.0,1
1166,0.332,No E-Mail,Send,,,,0.0,0
1167,0.0,Mens E-Mail,Do not send,,,,0.0,1
1168,0.0,Womens E-Mail,Do not send,,,,0.0,1
1169,0.0,Womens E-Mail,Do not send,,,,0.0,1
1170,0.0,Womens E-Mail,Do not send,,,,0.0,1
1171,0.0,Womens E-Mail,Do not send,,,,0.0,1
1172,0.0,Womens E-Mail,Do not send,,,,0.0,1
1173,0.02,Mens E-Mail,Send,,,,0.0,1
1174,0.0,No E-Mail,Do not send,,,,0.0,0
1175,0.0,Mens E-Mail,Do not send,,,,0.0,1
1176,0.0,Womens E-Mail,Do not send,,,,0.0,1
1177,0.0,Mens E-Mail,Do not send,,,,0.0,1
1178,0.0,Womens E-Mail,Do not send,,,,0.0,1
1179,0.0,Mens E-Mail,Do not send,,,,0.0,1
1180,0.0,Womens E-Mail,Do not send,,,,0.0,1
1181,0.0,No E-Mail,Do not send,,,,0.0,0
1182,0.0,Womens E-Mail,Do not send,,,,0.0,1
1183,0.0,No E-Mail,Do not send,,,,0.0,0
1184,0.0,Mens E-Mail,Do not send,,,,0.0,1
1185,0.0,No E-Mail,Do not send,,,,0.0,0
1186,-0.003,No E-Mail,Do not send,,,,0.0,0
1187,0.02,Womens E-Mail,Send,,,,0.0,1
1188,0.0,Mens E-Mail,Do not send,,,,0.0,1
1189,0.0,Womens E-Mail,Do not send,,,,0.0,1
1190,-0.013,Mens E-Mail,Do not send,,,,0.0,1
1191,0.0,Mens E-Mail,Do not send,,,,0.0,1
1192,0.0,Womens E-Mail,Do not send,,,,0.0,1
1193,-0.003,No E-Mail,Do not send,,,,0.0,0
1194,0.0,Mens E-Mail,Do not send,,,,0.0,1
1195,0.0,Mens E-Mail,Do not send,,,,0.0,1
1196,-0.391,No E-Mail,Do not send,,,,0.0,0
1197,0.0,Womens E-Mail,Do not send,,,,0.0,1
1198,-0.03,Mens E-Mail,Do not send,,,,0.0,1
1199,0.035,No E-Mail,Send,,,,0.0,0
1200,0.0,Womens E-Mail,Do not send,,,,0.0,1
1201,0.0,No E-Mail,Do not send,,,,0.0,0
1202,0.0,Womens E-Mail,Do not send,,,,0.0,1
1203,0.0,No E-Mail,Do not send,,,,0.0,0
1204,-0.01,Womens E-Mail,Do not send,,,,0.0,1
1205,0.01,No E-Mail,Do not send,,,,0.0,0
1206,0.0,Mens E-Mail,Do not send,,,,0.0,1
1207,0.0,Womens E-Mail,Do not send,,,,0.0,1
1208,-0.003,No E-Mail,Do not send,,,,0.0,0
1209,0.0,Womens E-Mail,Do not send,,,,0.0,1
1210,0.0,No E-Mail,Do not send,,,,0.0,0
1211,0.004,No E-Mail,Do not send,,,,0.0,0
1212,0.005,No E-Mail,Do not send,,,,0.0,0
1213,-0.09,Womens E-Mail,Do not send,,,,0.0,1
1214,0.0,Womens E-Mail,Do not send,,,,0.0,1
1215,0.0,Mens E-Mail,Do not send,,,,0.0,1
1216,0.0,No E-Mail,Do not send,,,,0.0,0
1217,0.0,No E-Mail,Do not send,,,,0.0,0
1218,0.0,Womens E-Mail,Do not send,,,,29.99,1
1219,0.0,Mens E-Mail,Do not send,,,,0.0,1
1220,0.0,Womens E-Mail,Do not send,,,,0.0,1
1221,0.02,No E-Mail,Send,,,,0.0,0
1222,0.0,Mens E-Mail,Do not send,,,,0.0,1
1223,0.01,Mens E-Mail,Do not send,,,,0.0,1
1224,-0.005,No E-Mail,Do not send,,,,0.0,0
1225,-0.006,Mens E-Mail,Do not send,,,,0.0,1
1226,0.0,Womens E-Mail,Do not send,,,,0.0,1
1227,0.0,No E-Mail,Do not send,,,,0.0,0
1228,0.0,Womens E-Mail,Do not send,,,,0.0,1
1229,0.0,Womens E-Mail,Do not send,,,,0.0,1
1230,0.0,No E-Mail,Do not send,,,,0.0,0
1231,0.0,Mens E-Mail,Do not send,,,,0.0,1
1232,0.01,Womens E-Mail,Do not send,,,,0.0,1
1233,0.0,No E-Mail,Do not send,,,,0.0,0
1234,0.0,Mens E-Mail,Do not send,,,,0.0,1
1235,0.0,Womens E-Mail,Do not send,,,,0.0,1
1236,0.0,Womens E-Mail,Do not send,,,,0.0,1
1237,-0.003,No E-Mail,Do not send,,,,0.0,0
1238,0.0,No E-Mail,Do not send,,,,0.0,0
1239,0.0,Mens E-Mail,Do not send,,,,0.0,1
1240,0.0,Womens E-Mail,Do not send,,,,0.0,1
1241,-0.01,Womens E-Mail,Do not send,,,,0.0,1
1242,0.0,No E-Mail,Do not send,,,,0.0,0
1243,0.0,Womens E-Mail,Do not send,,,,0.0,1
1244,0.0,Mens E-Mail,Do not send,,,,0.0,1
1245,0.0,No E-Mail,Do not send,,,,0.0,0
1246,0.0,Mens E-Mail,Do not send,,,,0.0,1
1247,0.0,Womens E-Mail,Do not send,,,,0.0,1
1248,0.0,No E-Mail,Do not send,,,,0.0,0
1249,0.0,Womens E-Mail,Do not send,,,,0.0,1
1250,0.0,Mens E-Mail,Do not send,,,,0.0,1
1251,0.0,Mens E-Mail,Do not send,,,,0.0,1
1252,0.0,Mens E-Mail,Do not send,,,,0.0,1
1253,0.195,No E-Mail,Send,,,,0.0,0
1254,0.0,Mens E-Mail,Do not send,,,,0.0,1
1255,0.0,Mens E-Mail,Do not send,,,,0.0,1
1256,0.04,No E-Mail,Send,,,,0.0,0
1257,0.014,No E-Mail,Send,,,,0.0,0
1258,0.0,No E-Mail,Do not send,,,,0.0,0
1259,-0.005,No E-Mail,Do not send,,,,0.0,0
1260,0.0,No E-Mail,Do not send,,,,0.0,0
1261,0.01,No E-Mail,Do not send,,,,0.0,0
1262,0.0,Womens E-Mail,Do not send,,,,0.0,1
1263,0.0,Womens E-Mail,Do not send,,,,0.0,1
1264,0.0,Mens E-Mail,Do not send,,,,0.0,1
1265,0.01,Womens E-Mail,Do not send,,,,0.0,1
1266,0.0,Mens E-Mail,Do not send,,,,0.0,1
1267,0.0,Womens E-Mail,Do not send,,,,0.0,1
1268,0.55,Womens E-Mail,Send,,,,264.66,1
1269,0.0,Womens E-Mail,Do not send,,,,0.0,1
1270,0.0,Mens E-Mail,Do not send,,,,0.0,1
1271,0.549,Mens E-Mail,Send,,,,0.0,1
1272,0.02,Womens E-Mail,Send,,,,0.0,1
1273,0.0,Mens E-Mail,Do not send,,,,0.0,1
1274,0.01,No E-Mail,Do not send,,,,0.0,0
1275,0.0,Mens E-Mail,Do not send,,,,0.0,1
1276,0.0,Womens E-Mail,Do not send,,,,0.0,1
1277,0.0,Womens E-Mail,Do not send,,,,0.0,1
1278,0.0,Womens E-Mail,Do not send,,,,0.0,1
1279,0.01,Mens E-Mail,Do not send,,,,0.0,1
1280,0.0,Mens E-Mail,Do not send,,,,0.0,1
1281,0.0,Mens E-Mail,Do not send,,,,0.0,1
1282,0.0,Womens E-Mail,Do not send,,,,0.0,1
1283,0.0,Mens E-Mail,Do not send,,,,0.0,1
1284,0.0,Womens E-Mail,Do not send,,,,0.0,1
1285,-0.01,No E-Mail,Do not send,,,,0.0,0
1286,0.0,Mens E-Mail,Do not send,,,,0.0,1
1287,0.0,Womens E-Mail,Do not send,,,,0.0,1
1288,0.01,Mens E-Mail,Do not send,,,,0.0,1
1289,0.0,Womens E-Mail,Do not send,,,,0.0,1
1290,0.0,Womens E-Mail,Do not send,,,,0.0,1
1291,0.0,Womens E-Mail,Do not send,,,,0.0,1
1292,0.007,Mens E-Mail,Do not send,,,,0.0,1
1293,0.0,Mens E-Mail,Do not send,,,,0.0,1
1294,0.0,No E-Mail,Do not send,,,,0.0,0
1295,0.0,Womens E-Mail,Do not send,,,,0.0,1
1296,0.0,Mens E-Mail,Do not send,,,,0.0,1
1297,-0.005,No E-Mail,Do not send,,,,0.0,0
1298,0.0,No E-Mail,Do not send,,,,0.0,0
1299,0.0,Mens E-Mail,Do not send,,,,0.0,1
1300,0.0,No E-Mail,Do not send,,,,0.0,0
1301,0.0,No E-Mail,Do not send,,,,0.0,0
1302,-0.2,Mens E-Mail,Do not send,,,,0.0,1
1303,0.004,Mens E-Mail,Do not send,,,,0.0,1
1304,-0.013,No E-Mail,Do not send,,,,0.0,0
1305,0.01,Mens E-Mail,Do not send,,,,0.0,1
1306,0.0,No E-Mail,Do not send,,,,0.0,0
1307,0.025,No E-Mail,Send,,,,0.0,0
1308,0.0,Mens E-Mail,Do not send,,,,0.0,1
1309,0.0,Mens E-Mail,Do not send,,,,0.0,1
1310,0.0,No E-Mail,Do not send,,,,0.0,0
1311,0.0,Mens E-Mail,Do not send,,,,0.0,1
1312,0.0,Womens E-Mail,Do not send,,,,0.0,1
1313,0.145,No E-Mail,Send,,,,0.0,0
1314,0.0,Womens E-Mail,Do not send,,,,0.0,1
1315,0.0,Womens E-Mail,Do not send,,,,0.0,1
1316,0.012,No E-Mail,Send,,,,0.0,0
1317,0.0,Mens E-Mail,Do not send,,,,0.0,1
1318,0.0,Womens E-Mail,Do not send,,,,0.0,1
1319,0.0,No E-Mail,Do not send,,,,0.0,0
1320,0.0,Mens E-Mail,Do not send,,,,0.0,1
1321,0.0,Mens E-Mail,Do not send,,,,0.0,1
1322,-0.01,Womens E-Mail,Do not send,,,,0.0,1
1323,0.0,No E-Mail,Do not send,,,,0.0,0
1324,0.0,Womens E-Mail,Do not send,,,,0.0,1
1325,0.0,Womens E-Mail,Do not send,,,,0.0,1
1326,0.0,Mens E-Mail,Do not send,,,,0.0,1
1327,0.005,No E-Mail,Do not send,,,,0.0,0
1328,0.0,Womens E-Mail,Do not send,,,,0.0,1
1329,0.005,No E-Mail,Do not send,,,,0.0,0
1330,0.085,No E-Mail,Send,,,,0.0,0
1331,-0.558,Womens E-Mail,Do not send,,,,0.0,1
1332,0.01,Mens E-Mail,Do not send,,,,0.0,1
1333,-0.391,No E-Mail,Do not send,,,,149.28,0
1334,0.0,Mens E-Mail,Do not send,,,,0.0,1
1335,0.0,Womens E-Mail,Do not send,,,,0.0,1
1336,0.0,No E-Mail,Do not send,,,,0.0,0
1337,0.0,Mens E-Mail,Do not send,,,,0.0,1
1338,0.0,Womens E-Mail,Do not send,,,,0.0,1
1339,0.0,Womens E-Mail,Do not send,,,,0.0,1
1340,0.0,Womens E-Mail,Do not send,,,,0.0,1
1341,0.015,No E-Mail,Send,,,,0.0,0
1342,-0.04,Mens E-Mail,Do not send,,,,0.0,1
1343,0.004,No E-Mail,Do not send,,,,0.0,0
1344,0.0,Mens E-Mail,Do not send,,,,0.0,1
1345,0.0,Womens E-Mail,Do not send,,,,0.0,1
1346,0.007,Mens E-Mail,Do not send,,,,0.0,1
1347,0.0,Mens E-Mail,Do not send,,,,0.0,1
1348,0.0,Womens E-Mail,Do not send,,,,0.0,1
1349,0.0,Mens E-Mail,Do not send,,,,0.0,1
1350,0.0,No E-Mail,Do not send,,,,0.0,0
1351,0.0,No E-Mail,Do not send,,,,0.0,0
1352,0.0,Womens E-Mail,Do not send,,,,0.0,1
1353,0.0,Womens E-Mail,Do not send,,,,0.0,1
1354,0.02,No E-Mail,Send,,,,0.0,0
1355,0.0,Mens E-Mail,Do not send,,,,0.0,1
1356,0.0,Womens E-Mail,Do not send,,,,0.0,1
1357,-0.01,Mens E-Mail,Do not send,,,,0.0,1
1358,0.0,Womens E-Mail,Do not send,,,,0.0,1
1359,0.0,No E-Mail,Do not send,,,,0.0,0
1360,-0.21,Womens E-Mail,Do not send,,,,0.0,1
1361,0.0,Mens E-Mail,Do not send,,,,0.0,1
1362,-0.005,No E-Mail,Do not send,,,,0.0,0
1363,0.0,Womens E-Mail,Do not send,,,,0.0,1
1364,0.0,No E-Mail,Do not send,,,,0.0,0
1365,0.0,Womens E-Mail,Do not send,,,,0.0,1
1366,0.0,Mens E-Mail,Do not send,,,,0.0,1
1367,0.0,Womens E-Mail,Do not send,,,,0.0,1
1368,0.01,Womens E-Mail,Do not send,,,,0.0,1
1369,0.005,No E-Mail,Do not send,,,,0.0,0
1370,0.0,No E-Mail,Do not send,,,,0.0,0
1371,0.01,No E-Mail,Do not send,,,,0.0,0
1372,0.0,Mens E-Mail,Do not send,,,,0.0,1
1373,0.0,No E-Mail,Do not send,,,,0.0,0
1374,0.004,No E-Mail,Do not send,,,,0.0,0
1375,0.0,Womens E-Mail,Do not send,,,,0.0,1
1376,0.0,Mens E-Mail,Do not send,,,,0.0,1
1377,0.0,Womens E-Mail,Do not send,,,,0.0,1
1378,-0.015,No E-Mail,Do not send,,,,0.0,0
1379,0.0,Womens E-Mail,Do not send,,,,0.0,1
1380,0.0,Mens E-Mail,Do not send,,,,0.0,1
1381,0.0,Mens E-Mail,Do not send,,,,0.0,1
1382,0.0,Mens E-Mail,Do not send,,,,0.0,1
1383,-0.006,Mens E-Mail,Do not send,,,,0.0,1
1384,0.005,No E-Mail,Do not send,,,,0.0,0
1385,0.0,Womens E-Mail,Do not send,,,,0.0,1
1386,0.005,No E-Mail,Do not send,,,,0.0,0
1387,0.0,Womens E-Mail,Do not send,,,,0.0,1
1388,0.0,Womens E-Mail,Do not send,,,,0.0,1
1389,0.0,Mens E-Mail,Do not send,,,,0.0,1
1390,-0.005,No E-Mail,Do not send,,,,0.0,0
1391,0.04,Mens E-Mail,Send,,,,0.0,1
1392,0.0,Mens E-Mail,Do not send,,,,0.0,1
1393,0.03,No E-Mail,Send,,,,0.0,0
1394,0.0,Mens E-Mail,Do not send,,,,0.0,1
1395,0.0,Womens E-Mail,Do not send,,,,0.0,1
1396,0.0,No E-Mail,Do not send,,,,0.0,0
1397,0.0,No E-Mail,Do not send,,,,0.0,0
1398,0.0,Mens E-Mail,Do not send,,,,0.0,1
1399,0.0,No E-Mail,Do not send,,,,0.0,0
1400,0.0,No E-Mail,Do not send,,,,0.0,0
1401,0.0,Womens E-Mail,Do not send,,,,0.0,1
1402,0.01,Womens E-Mail,Do not send,,,,0.0,1
1403,0.0,No E-Mail,Do not send,,,,0.0,0
1404,0.0,Womens E-Mail,Do not send,,,,0.0,1
1405,0.01,No E-Mail,Do not send,,,,0.0,0
1406,0.0,Womens E-Mail,Do not send,,,,0.0,1
1407,0.0,Mens E-Mail,Do not send,,,,0.0,1
1408,0.01,No E-Mail,Do not send,,,,0.0,0
1409,0.0,Womens E-Mail,Do not send,,,,0.0,1
1410,0.0,Womens E-Mail,Do not send,,,,0.0,1
1411,0.0,Womens E-Mail,Do not send,,,,0.0,1
1412,0.0,Womens E-Mail,Do not send,,,,0.0,1
1413,0.0,No E-Mail,Do not send,,,,0.0,0
1414,-0.06,Mens E-Mail,Do not send,,,,0.0,1
1415,0.0,No E-Mail,Do not send,,,,0.0,0
1416,0.0,Womens E-Mail,Do not send,,,,0.0,1
1417,0.0,Womens E-Mail,Do not send,,,,0.0,1
1418,0.0,Mens E-Mail,Do not send,,,,0.0,1
1419,0.01,Womens E-Mail,Do not send,,,,0.0,1
1420,0.0,Womens E-Mail,Do not send,,,,0.0,1
1421,0.015,No E-Mail,Send,,,,0.0,0
1422,0.0,Mens E-Mail,Do not send,,,,0.0,1
1423,0.0,Womens E-Mail,Do not send,,,,0.0,1
1424,0.0,No E-Mail,Do not send,,,,0.0,0
1425,-0.006,Mens E-Mail,Do not send,,,,0.0,1
1426,0.01,No E-Mail,Do not send,,,,0.0,0
1427,0.035,No E-Mail,Send,,,,0.0,0
1428,-0.005,No E-Mail,Do not send,,,,0.0,0
1429,0.008,No E-Mail,Do not send,,,,0.0,0
1430,-0.003,No E-Mail,Do not send,,,,0.0,0
1431,0.0,Womens E-Mail,Do not send,,,,0.0,1
1432,0.0,Womens E-Mail,Do not send,,,,0.0,1
1433,0.01,Mens E-Mail,Do not send,,,,0.0,1
1434,0.0,Mens E-Mail,Do not send,,,,0.0,1
1435,-0.01,No E-Mail,Do not send,,,,0.0,0
1436,0.0,Womens E-Mail,Do not send,,,,0.0,1
1437,0.0,Mens E-Mail,Do not send,,,,0.0,1
1438,0.0,Womens E-Mail,Do not send,,,,0.0,1
1439,0.0,Womens E-Mail,Do not send,,,,0.0,1
1440,0.0,Mens E-Mail,Do not send,,,,0.0,1
1441,0.0,Mens E-Mail,Do not send,,,,0.0,1
1442,-0.006,Mens E-Mail,Do not send,,,,0.0,1
1443,0.015,No E-Mail,Send,,,,0.0,0
1444,0.288,No E-Mail,Send,,,,0.0,0
1445,0.0,No E-Mail,Do not send,,,,0.0,0
1446,0.0,Womens E-Mail,Do not send,,,,0.0,1
1447,0.0,Mens E-Mail,Do not send,,,,0.0,1
1448,0.007,Mens E-Mail,Do not send,,,,0.0,1
1449,0.0,No E-Mail,Do not send,,,,0.0,0
1450,0.004,No E-Mail,Do not send,,,,0.0,0
1451,0.005,No E-Mail,Do not send,,,,0.0,0
1452,0.58,Womens E-Mail,Send,,,,42.66,1
1453,0.0,Womens E-Mail,Do not send,,,,0.0,1
1454,0.0,Womens E-Mail,Do not send,,,,0.0,1
1455,0.0,No E-Mail,Do not send,,,,0.0,0
1456,-0.01,Womens E-Mail,Do not send,,,,0.0,1
1457,0.0,No E-Mail,Do not send,,,,0.0,0
1458,0.0,No E-Mail,Do not send,,,,0.0,0
1459,0.0,No E-Mail,Do not send,,,,0.0,0
1460,0.48,Womens E-Mail,Send,,,,29.99,1
1461,0.005,No E-Mail,Do not send,,,,0.0,0
1462,-0.006,Mens E-Mail,Do not send,,,,0.0,1
1463,0.0,Womens E-Mail,Do not send,,,,0.0,1
1464,0.003,No E-Mail,Do not send,,,,0.0,0
1465,0.15,No E-Mail,Send,,,,0.0,0
1466,0.0,No E-Mail,Do not send,,,,0.0,0
1467,0.0,Womens E-Mail,Do not send,,,,0.0,1
1468,0.0,No E-Mail,Do not send,,,,0.0,0
1469,0.0,No E-Mail,Do not send,,,,0.0,0
1470,-0.582,Womens E-Mail,Do not send,,,,0.0,1
1471,0.0,Mens E-Mail,Do not send,,,,0.0,1
1472,-0.004,No E-Mail,Do not send,,,,0.0,0
1473,0.185,No E-Mail,Send,,,,0.0,0
1474,-0.02,No E-Mail,Do not send,,,,0.0,0
